jpy_timestamp,rate
2020-01-01 09:00:00,779637.0
2020-01-01 09:05:00,778512.0
2020-01-01 09:10:00,779296.0
2020-01-01 09:15:00,778648.0
2020-01-01 09:20:00,778386.0
2020-01-01 09:25:00,778099.0
2020-01-01 09:30:00,778168.0
2020-01-01 09:35:00,778227.0
2020-01-01 09:40:00,778238.0
2020-01-01 09:45:00,778388.0
2020-01-01 09:50:00,778575.0
2020-01-01 09:55:00,778118.0
2020-01-01 10:00:00,778112.0
2020-01-01 10:05:00,778713.0
2020-01-01 10:10:00,779115.0
2020-01-01 10:15:00,779415.0
2020-01-01 10:20:00,779425.0
2020-01-01 10:25:00,779644.0
2020-01-01 10:30:00,781212.0
2020-01-01 10:35:00,782149.0
2020-01-01 10:40:00,781701.0
2020-01-01 10:45:00,781981.0
2020-01-01 10:50:00,781319.0
2020-01-01 10:55:00,781523.0
2020-01-01 11:00:00,782076.0
2020-01-01 11:05:00,782341.0
2020-01-01 11:10:00,782500.0
2020-01-01 11:15:00,782485.0
2020-01-01 11:20:00,783311.0
2020-01-01 11:25:00,783649.0
2020-01-01 11:30:00,783930.0
2020-01-01 11:35:00,784444.0
2020-01-01 11:40:00,784422.0
2020-01-01 11:45:00,784407.0
2020-01-01 11:50:00,784675.0
2020-01-01 11:55:00,785402.0
2020-01-01 12:00:00,785070.0
2020-01-01 12:05:00,784145.0
2020-01-01 12:10:00,783274.0
2020-01-01 12:15:00,783500.0
2020-01-01 12:20:00,783917.0
2020-01-01 12:25:00,784200.0
2020-01-01 12:30:00,784527.0
2020-01-01 12:35:00,784899.0
2020-01-01 12:40:00,783755.0
2020-01-01 12:45:00,783001.0
2020-01-01 12:50:00,783503.0
2020-01-01 12:55:00,783041.0
2020-01-01 13:00:00,783270.0
2020-01-01 13:05:00,783528.0
2020-01-01 13:10:00,783901.0
2020-01-01 13:15:00,782795.0
2020-01-01 13:20:00,782736.0
2020-01-01 13:25:00,782607.0
2020-01-01 13:30:00,783036.0
2020-01-01 13:35:00,783915.0
2020-01-01 13:40:00,783725.0
2020-01-01 13:45:00,783378.0
2020-01-01 13:50:00,784162.0
2020-01-01 13:55:00,783198.0
2020-01-01 14:00:00,783069.0
2020-01-01 14:05:00,783884.0
2020-01-01 14:10:00,784184.0
2020-01-01 14:15:00,784319.0
2020-01-01 14:20:00,783314.0
2020-01-01 14:25:00,783306.0
2020-01-01 14:30:00,783008.0
2020-01-01 14:35:00,783553.0
2020-01-01 14:40:00,783977.0
2020-01-01 14:45:00,783876.0
2020-01-01 14:50:00,784340.0
2020-01-01 14:55:00,784182.0
2020-01-01 15:00:00,784295.0
2020-01-01 15:05:00,784087.0
2020-01-01 15:10:00,783836.0
2020-01-01 15:15:00,783899.0
2020-01-01 15:20:00,784369.0
2020-01-01 15:25:00,784393.0
2020-01-01 15:30:00,784597.0
2020-01-01 15:35:00,784004.0
2020-01-01 15:40:00,784187.0
2020-01-01 15:45:00,783990.0
2020-01-01 15:50:00,783908.0
2020-01-01 15:55:00,783494.0
2020-01-01 16:00:00,783155.0
2020-01-01 16:05:00,783422.0
2020-01-01 16:10:00,783484.0
2020-01-01 16:15:00,783752.0
2020-01-01 16:20:00,783953.0
2020-01-01 16:25:00,784022.0
2020-01-01 16:30:00,784293.0
2020-01-01 16:35:00,782909.0
2020-01-01 16:40:00,781833.0
2020-01-01 16:45:00,780939.0
2020-01-01 16:50:00,781556.0
2020-01-01 16:55:00,782027.0
2020-01-01 17:00:00,781507.0
2020-01-01 17:05:00,781200.0
2020-01-01 17:10:00,781257.0
2020-01-01 17:15:00,780282.0
2020-01-01 17:20:00,779868.0
2020-01-01 17:25:00,780287.0
2020-01-01 17:30:00,780216.0
2020-01-01 17:35:00,780399.0
2020-01-01 17:40:00,780472.0
2020-01-01 17:45:00,779474.0
2020-01-01 17:50:00,779000.0
